created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Jan 13 15:47:36 +0000 2024;1746197309820744186;"Kiw kiw";1;68;24;879;ht;1586992742093103104;1746197309820744186;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1746197309820744186
Sat Jan 13 04:03:34 +0000 2024;1746020136585454022;"https://t.co/FqSZSuPods";2;35;74;4037;zxx;1586992742093103104;1746020136585454022;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1746020136585454022
Fri Jan 12 17:47:30 +0000 2024;1745865099473289334;"Tidur sahabat😾";2;82;59;5106;in;1586992742093103104;1745865099473289334;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745865099473289334
Fri Jan 12 15:31:28 +0000 2024;1745830864242807086;"Idn live yu";3;43;44;4073;en;1586992742093103104;1745830864242807086;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745830864242807086
Fri Jan 12 14:45:20 +0000 2024;1745819252324704522;"TFTT🫶🏻 https://t.co/OrCvKep0zK";8;108;469;10148;in;1586992742093103104;1745819252324704522;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745819252324704522
Fri Jan 12 05:24:53 +0000 2024;1745678213765026235;"Akoe jugak syoeka vanget siama kamoe😺";4;93;81;4615;in;1586992742093103104;1745678213765026235;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745678213765026235
Fri Jan 12 05:17:22 +0000 2024;1745676319185424646;"Ketinexus😿";3;89;76;5711;in;1586992742093103104;1745676319185424646;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745676319185424646
Fri Jan 12 05:15:08 +0000 2024;1745675759644299563;"Jadi cara tulisnya syoeka?";2;38;78;5132;in;1586992742093103104;1745675759644299563;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745675759644299563
Fri Jan 12 04:21:06 +0000 2024;1745662159701614721;"Syukak banget 👉🏻👈🏻";5;72;76;5258;in;1586992742093103104;1745662159701614721;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745662159701614721
Thu Jan 11 15:13:00 +0000 2024;1745463829549760825;"Yu";1;51;42;4126;qst;1586992742093103104;1745463829549760825;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745463829549760825
Thu Jan 11 14:38:24 +0000 2024;1745455120018719036;"Nanti yaaaaa 22.00😁";1;97;42;3867;in;1586992742093103104;1745455120018719036;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745455120018719036
Thu Jan 11 14:33:23 +0000 2024;1745453856572703087;"Idn live yuuu";1;57;37;3772;en;1586992742093103104;1745453856572703087;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745453856572703087
Thu Jan 11 10:58:40 +0000 2024;1745399822436511923;"Keti";6;147;73;5459;in;1586992742093103104;1745399822436511923;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745399822436511923
Thu Jan 11 10:58:26 +0000 2024;1745399764035027344;"Thank u yang udah so in vc cathyyyy💓💓💓💗💗💗";2;31;50;4032;in;1586992742093103104;1745399764035027344;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745399764035027344
Thu Jan 11 10:49:41 +0000 2024;1745397563354976584;"Ketinggalan jaman deh🙂";5;118;105;6688;in;1586992742093103104;1745397563354976584;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745397563354976584
Thu Jan 11 10:42:54 +0000 2024;1745395857464406407;"Terimakasih 300 k nya di ig🫰🏻";2;66;56;4464;in;1586992742093103104;1745395857464406407;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745395857464406407
Wed Jan 10 16:32:32 +0000 2024;1745121455069855805;"Thank u idn live nya https://t.co/wVFfc1TM08";4;54;214;6695;en;1586992742093103104;1745121455069855805;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745121455069855805
Wed Jan 10 15:34:28 +0000 2024;1745106843821904232;"Es batu dulu baru cici 🤠😎";2;50;62;4373;in;1586992742093103104;1745106843821904232;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745106843821904232
Wed Jan 10 15:30:58 +0000 2024;1745105960119722032;"Es batu🫰🏻";3;54;69;4409;eu;1586992742093103104;1745105960119722032;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745105960119722032
Wed Jan 10 15:29:40 +0000 2024;1745105636860526893;"Ciee kamu";4;91;62;5067;in;1586992742093103104;1745105636860526893;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745105636860526893
Wed Jan 10 15:29:02 +0000 2024;1745105476776579530;"Cieeee";1;71;48;4294;qst;1586992742093103104;1745105476776579530;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745105476776579530
Wed Jan 10 14:18:48 +0000 2024;1745087798938361993;"Idn live yu";2;65;35;4057;en;1586992742093103104;1745087798938361993;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1745087798938361993
Tue Jan 09 08:22:37 +0000 2024;1744635777596985821;"Idn live yu";2;61;50;5259;en;1586992742093103104;1744635777596985821;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1744635777596985821
Tue Jan 09 04:40:42 +0000 2024;1744579930602840178;"https://t.co/LHidDrSPQC";0;23;40;2293;zxx;1586992742093103104;1744579930602840178;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1744579930602840178
Mon Jan 08 14:56:59 +0000 2024;1744372634408657363;"Idn live yuu";2;65;54;5049;en;1586992742093103104;1744372634408657363;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1744372634408657363
Sun Jan 07 16:50:04 +0000 2024;1744038702521913618;"TFTT🫶🏻 https://t.co/UKZwJknhqs";9;89;452;11245;in;1586992742093103104;1744038702521913618;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1744038702521913618
Sun Jan 07 15:51:12 +0000 2024;1744023891721453643;"Thank u idn live nya";2;42;36;4921;en;1586992742093103104;1744023891721453643;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1744023891721453643
Sun Jan 07 08:46:19 +0000 2024;1743916964471615677;"Gais";5;247;66;6422;lt;1586992742093103104;1743916964471615677;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743916964471615677
Sat Jan 06 15:49:25 +0000 2024;1743661052905353427;"Idn live kuyyy😁";3;68;52;5215;tl;1586992742093103104;1743661052905353427;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743661052905353427
Sat Jan 06 15:23:47 +0000 2024;1743654601990033500;"Besokkk aitakattaaa enggaa??,kangenn banget inihh💗";1;81;62;5742;in;1586992742093103104;1743654601990033500;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743654601990033500
Sat Jan 06 10:11:21 +0000 2024;1743575978201530629;"Idn live yu";2;54;43;4805;en;1586992742093103104;1743575978201530629;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743575978201530629
Sat Jan 06 04:32:19 +0000 2024;1743490655215927637;"Hehehehe iya ya kak🤔";4;58;83;6638;tl;1586992742093103104;1743490655215927637;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743490655215927637
Fri Jan 05 17:19:04 +0000 2024;1743321228847562871;"Thank u idn liveee nyaaa🫶🏻🫶🏻";2;36;46;4903;en;1586992742093103104;1743321228847562871;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743321228847562871
Fri Jan 05 16:06:24 +0000 2024;1743302938326638935;"Idn live gas";2;44;41;4344;en;1586992742093103104;1743302938326638935;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743302938326638935
Fri Jan 05 16:00:05 +0000 2024;1743301349037723875;"TFTTT https://t.co/RRc6DB1dgq";23;189;863;19199;und;1586992742093103104;1743301349037723875;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743301349037723875
Fri Jan 05 07:43:54 +0000 2024;1743176482422415684;"Idn live yu";3;65;37;4419;en;1586992742093103104;1743176482422415684;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743176482422415684
Fri Jan 05 07:26:15 +0000 2024;1743172038196691322;"Gendissss";3;48;49;5380;en;1586992742093103104;1743172038196691322;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743172038196691322
Fri Jan 05 06:45:39 +0000 2024;1743161822902210645;"Liat pm deh";3;32;45;4769;in;1586992742093103104;1743161822902210645;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743161822902210645
Fri Jan 05 06:37:54 +0000 2024;1743159871875489980;"Aitakattaaa gaaaa???";2;115;60;5113;hi;1586992742093103104;1743159871875489980;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743159871875489980
Fri Jan 05 06:33:37 +0000 2024;1743158792462946368;"https://t.co/eoQIRcBp96";2;32;75;3885;zxx;1586992742093103104;1743158792462946368;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743158792462946368
Fri Jan 05 06:22:08 +0000 2024;1743155904244224172;"TERIMAKASIH UNTUK 500k DI TIK TOK MYAAA🥹💓💗🫶🏻";4;89;84;5431;in;1586992742093103104;1743155904244224172;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1743155904244224172
Thu Jan 04 17:45:55 +0000 2024;1742965595132551235;"Besok kita goyang keju yuk ama siapa yaaa????";6;149;92;6762;in;1586992742093103104;1742965595132551235;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1742965595132551235
Thu Jan 04 16:53:11 +0000 2024;1742952323377422597;"P @Gendis_JKT48 kirim alamat🙏🏻";6;73;66;7074;in;1586992742093103104;1742952323377422597;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1742952323377422597
Thu Jan 04 16:29:38 +0000 2024;1742946397878690108;"Thank u idn live nyaaaaaa🫶🏻 https://t.co/dU0YWNysZu";5;63;203;7330;en;1586992742093103104;1742946397878690108;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1742946397878690108
Thu Jan 04 09:08:47 +0000 2024;1742835453584355413;"Idn live yuuu";2;83;54;5342;en;1586992742093103104;1742835453584355413;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1742835453584355413
Wed Jan 03 11:25:47 +0000 2024;1742507544290148502;"https://t.co/kH4yOUf46y";0;27;54;2725;zxx;1586992742093103104;1742507544290148502;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1742507544290148502
Wed Jan 03 11:25:21 +0000 2024;1742507436572127594;"Niiiiii😇 https://t.co/wh2SFzEWrt";42;156;919;14440;und;1586992742093103104;1742507436572127594;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1742507436572127594
Wed Jan 03 11:07:55 +0000 2024;1742503050085056946;"Gais";5;215;65;5922;lt;1586992742093103104;1742503050085056946;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1742503050085056946
Tue Jan 02 16:00:29 +0000 2024;1742214288780173404;"Terimakasih idn live nyaa💗🫶🏻";2;65;59;5600;in;1586992742093103104;1742214288780173404;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1742214288780173404
Tue Jan 02 15:25:44 +0000 2024;1742205541190185076;"Idn live yuuuu☺️";2;67;47;5009;en;1586992742093103104;1742205541190185076;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1742205541190185076
Tue Jan 02 13:22:10 +0000 2024;1742174445094191585;"Gais";4;231;73;6741;lt;1586992742093103104;1742174445094191585;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1742174445094191585
Mon Jan 01 14:21:29 +0000 2024;1741826983317897663;"Idn live sekarang";2;73;51;5526;in;1586992742093103104;1741826983317897663;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741826983317897663
Mon Jan 01 08:19:38 +0000 2024;1741735923812089995;"Gais";3;270;93;6649;lt;1586992742093103104;1741735923812089995;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741735923812089995
Sun Dec 31 14:58:24 +0000 2023;1741473886368346162;"Kadang”";2;71;61;5048;in;1586992742093103104;1741473886368346162;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741473886368346162
Sun Dec 31 14:57:19 +0000 2023;1741473613948260862;"Kamu 🫶🏻";4;60;84;4879;in;1586992742093103104;1741473613948260862;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741473613948260862
Sun Dec 31 14:19:20 +0000 2023;1741464054999482785;"Liat pm🫶🏻🫶🏻";5;39;41;4633;en;1586992742093103104;1741464054999482785;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741464054999482785
Sun Dec 31 14:16:55 +0000 2023;1741463446435368980;"Senangnya senangnya rawrrrr😉";6;134;221;7598;in;1586992742093103104;1741463446435368980;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741463446435368980
Sun Dec 31 12:29:06 +0000 2023;1741436315428925559;"O";7;210;65;5727;qst;1586992742093103104;1741436315428925559;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741436315428925559
Sun Dec 31 03:47:17 +0000 2023;1741304994618618136;"Idn live kuy";2;73;41;4744;tl;1586992742093103104;1741304994618618136;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741304994618618136
Sun Dec 31 01:55:20 +0000 2023;1741276821239500813;"Hehehehe";5;147;63;5441;tl;1586992742093103104;1741276821239500813;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741276821239500813
Sat Dec 30 15:44:22 +0000 2023;1741123067919909357;"Idn live yu";2;62;40;4442;en;1586992742093103104;1741123067919909357;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741123067919909357
Sat Dec 30 15:00:47 +0000 2023;1741112097898144171;"Nanti mau live bentar gimana?";2;132;57;5270;in;1586992742093103104;1741112097898144171;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741112097898144171
Sat Dec 30 13:56:34 +0000 2023;1741095940772278559;"Cek pm🫣";3;51;53;4961;in;1586992742093103104;1741095940772278559;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741095940772278559
Sat Dec 30 07:43:33 +0000 2023;1741002065533693964;"https://t.co/bQjnGXSLYS";1;58;72;3993;zxx;1586992742093103104;1741002065533693964;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1741002065533693964
Sat Dec 30 06:28:07 +0000 2023;1740983084508758178;"Idn live mau ga";4;117;54;5008;en;1586992742093103104;1740983084508758178;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1740983084508758178
Fri Dec 29 13:27:47 +0000 2023;1740726307053560026;"Thank u liveeee nyaaaaa sorryy ngeee laggggg💓💓";5;72;59;5196;tl;1586992742093103104;1740726307053560026;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1740726307053560026
Fri Dec 29 12:38:36 +0000 2023;1740713929607934127;"Idn live yu";3;93;45;4467;en;1586992742093103104;1740713929607934127;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1740713929607934127
Fri Dec 29 12:35:18 +0000 2023;1740713098347200651;"Gendis kangen Kita yaaa";2;51;71;4971;in;1586992742093103104;1740713098347200651;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1740713098347200651
Fri Dec 29 08:52:11 +0000 2023;1740656950860472544;"Mau jam bep nich";2;152;53;5433;in;1586992742093103104;1740656950860472544;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1740656950860472544
Fri Dec 29 08:51:52 +0000 2023;1740656872875802798;"Hallo gais live nya nantiii malem yaaaa";2;66;48;4290;in;1586992742093103104;1740656872875802798;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1740656872875802798
Fri Dec 29 04:38:50 +0000 2023;1740593194851865042;"HEHEHEHEHE😂";5;161;55;5560;tl;1586992742093103104;1740593194851865042;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1740593194851865042
Thu Dec 28 15:03:03 +0000 2023;1740387894425174508;"Sekarangggg yaaaa";6;100;55;5462;in;1586992742093103104;1740387894425174508;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1740387894425174508
Thu Dec 28 15:01:39 +0000 2023;1740387541399052657;"Idnnnn livee yuu";3;46;41;4314;in;1586992742093103104;1740387541399052657;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1740387541399052657
Thu Dec 28 11:53:00 +0000 2023;1740340065623245181;"Hahahaha";6;164;59;5216;tl;1586992742093103104;1740340065623245181;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1740340065623245181
Wed Dec 27 15:50:23 +0000 2023;1740037420027097491;"Idn live yuuuu";1;57;46;4526;en;1586992742093103104;1740037420027097491;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1740037420027097491
Wed Dec 27 11:53:02 +0000 2023;1739977685491908689;"Gais";8;341;75;6268;lt;1586992742093103104;1739977685491908689;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1739977685491908689
Tue Dec 26 16:59:52 +0000 2023;1739692514767151603;"Aaaaaaaa";9;155;65;5827;und;1586992742093103104;1739692514767151603;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1739692514767151603
Tue Dec 26 16:57:16 +0000 2023;1739691860665462956;"TFT🥳 https://t.co/p86TaQIqri";25;152;916;14002;und;1586992742093103104;1739691860665462956;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1739691860665462956
Mon Dec 25 16:48:02 +0000 2023;1739327150774444165;"Terimakasih ya buat idn live hari iniiiiii,besokk lagi yaaa";2;66;52;5335;in;1586992742093103104;1739327150774444165;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1739327150774444165
Mon Dec 25 15:45:49 +0000 2023;1739311492359713103;"Idn live yuuu";3;63;48;4671;en;1586992742093103104;1739311492359713103;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1739311492359713103
Mon Dec 25 10:07:59 +0000 2023;1739226474841014601;"Wedehhhh halllooooo";2;196;65;5865;tl;1586992742093103104;1739226474841014601;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1739226474841014601
Sun Dec 24 15:37:01 +0000 2023;1738946891096986059;"Happy Christmas eve alll 🎄✨";4;99;84;5631;en;1586992742093103104;1738946891096986059;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1738946891096986059
Sun Dec 24 15:01:46 +0000 2023;1738938019590336727;"Idn live yu";2;67;45;4712;en;1586992742093103104;1738938019590336727;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1738938019590336727
Sun Dec 24 09:09:41 +0000 2023;1738849416256372959;"terimakasih buat rkj kemarinnnnn💓💓 https://t.co/ju62JOnBGh";6;111;344;9359;in;1586992742093103104;1738849416256372959;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1738849416256372959
Fri Dec 22 15:49:38 +0000 2023;1738225290789482821;"Thank u idn livenya see besok lagi yaaaa";2;67;47;4929;in;1586992742093103104;1738225290789482821;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1738225290789482821
Fri Dec 22 14:39:20 +0000 2023;1738207597264781730;"Idn live sekarang yuuu";3;66;49;4610;in;1586992742093103104;1738207597264781730;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1738207597264781730
Fri Dec 22 12:23:30 +0000 2023;1738173415801110855;"Nanti idn live jam 10.00 yaa💗";3;127;60;4885;in;1586992742093103104;1738173415801110855;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1738173415801110855
Fri Dec 22 12:20:36 +0000 2023;1738172683437916182;"Thank u buat vc hari iniiii🫶🏻 https://t.co/Ajwewn5aBF";4;59;345;8407;in;1586992742093103104;1738172683437916182;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1738172683437916182
Fri Dec 22 08:04:59 +0000 2023;1738108358044106931;"Seee u vc";4;52;47;4421;pt;1586992742093103104;1738108358044106931;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1738108358044106931
Thu Dec 21 17:15:55 +0000 2023;1737884614138757604;"Thank u idn live nyaaaa,suka banggettttt🫶🏻🫶🏻";3;46;47;4659;in;1586992742093103104;1737884614138757604;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737884614138757604
Thu Dec 21 17:07:42 +0000 2023;1737882548376838325;"Tfttt🫶🏻🥳 https://t.co/VpNhZoZUfP";9;84;351;7886;und;1586992742093103104;1737882548376838325;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737882548376838325
Thu Dec 21 15:56:17 +0000 2023;1737864575553503463;"Idn live kuy";3;82;53;4429;tl;1586992742093103104;1737864575553503463;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737864575553503463
Thu Dec 21 14:19:45 +0000 2023;1737840283415683190;"https://t.co/igmUwbqz9r";3;58;89;3643;zxx;1586992742093103104;1737840283415683190;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737840283415683190
Thu Dec 21 06:51:46 +0000 2023;1737727543690789206;"Y";2;106;60;5344;qst;1586992742093103104;1737727543690789206;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737727543690789206
Wed Dec 20 17:10:18 +0000 2023;1737520814734680163;"Hehe sorry belum bisa live,besok kitaa coba lagi yaaaaa";4;108;56;6337;in;1586992742093103104;1737520814734680163;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737520814734680163
Wed Dec 20 16:00:14 +0000 2023;1737503183189242176;"Live yuuuu di idn live☺️";4;62;50;5235;en;1586992742093103104;1737503183189242176;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737503183189242176
Tue Dec 19 16:44:46 +0000 2023;1737152000469709251;"Thank u sr nyaaaaaaa💗🫶🏻🫵🏻 https://t.co/NM3jnz5RhR";11;109;301;8298;in;1586992742093103104;1737152000469709251;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737152000469709251
Tue Dec 19 15:49:31 +0000 2023;1737138096997834875;"Qna yuuu";3;356;60;5680;in;1586992742093103104;1737138096997834875;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737138096997834875
Tue Dec 19 14:52:27 +0000 2023;1737123736355238257;"Sr nowwwe banget";2;72;57;4923;en;1586992742093103104;1737123736355238257;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737123736355238257
Tue Dec 19 14:19:17 +0000 2023;1737115390956990665;"Srrr ajaaaaaaaaaaaaaaaaaaaaa yukkkkk💗";6;215;77;6090;in;1586992742093103104;1737115390956990665;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737115390956990665
Tue Dec 19 12:55:33 +0000 2023;1737094316416540790;"Nanti live di idn liveeee yuuuu 9.30 annn";2;127;57;5148;tl;1586992742093103104;1737094316416540790;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737094316416540790
Tue Dec 19 07:21:26 +0000 2023;1737010233099403334;"Terimakasih buat 400k foll di tik tokk💗💗💗 Mohon dukungannya selalu💐";6;115;90;5624;in;1586992742093103104;1737010233099403334;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1737010233099403334
Tue Dec 19 06:37:30 +0000 2023;1736999179631878228;"Terimakasih yaaaa buat MNG kemarinnnn Mohon dukungannya selalu 💗🫶🏻 https://t.co/tPdSC9HtCh";14;163;498;9828;in;1586992742093103104;1736999179631878228;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1736999179631878228
Mon Dec 18 11:54:56 +0000 2023;1736716674328641682;"https://t.co/spVj1ltcJD";4;56;64;2844;zxx;1586992742093103104;1736716674328641682;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1736716674328641682
Sat Dec 16 12:59:12 +0000 2023;1736008072353792353;"Spill hasil 2shot nya donggggg";5;124;87;7436;in;1586992742093103104;1736008072353792353;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1736008072353792353
Sat Dec 16 00:45:55 +0000 2023;1735823536575619161;"Seeee uuu 🙆🏻‍♀️🙆🏻‍♀️";3;75;69;5714;und;1586992742093103104;1735823536575619161;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1735823536575619161
Sat Dec 16 00:45:09 +0000 2023;1735823343834870040;"🫵🏻💗 https://t.co/2o3nko90pR";8;88;102;7079;qme;1586992742093103104;1735823343834870040;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1735823343834870040
Tue Dec 12 09:50:30 +0000 2023;1734511032264188095;"Redmi 13C udah bisa dibeli ya guys!  Si standard baru buat hape kece dari @XiaomiIndonesia 💗 https://t.co/EG5Lycroct";2;32;39;3047;in;1586992742093103104;1734511032264188095;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1734511032264188095
Mon Dec 11 15:56:26 +0000 2023;1734240734025535899;"Cie";4;140;67;5058;qst;1586992742093103104;1734240734025535899;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1734240734025535899
Mon Dec 11 15:55:46 +0000 2023;1734240567528472736;"Kangen keti yaaaa cie";11;205;93;6552;in;1586992742093103104;1734240567528472736;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1734240567528472736
Mon Dec 11 15:50:44 +0000 2023;1734239299917549884;"Gais";2;174;64;5043;lt;1586992742093103104;1734239299917549884;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1734239299917549884
Sun Dec 10 12:03:54 +0000 2023;1733819830023995449;"https://t.co/8o2xhenImu";3;68;93;4024;zxx;1586992742093103104;1733819830023995449;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1733819830023995449
Fri Dec 08 08:37:30 +0000 2023;1733043111004418367;"https://t.co/JpZClCg50I";2;65;95;4146;zxx;1586992742093103104;1733043111004418367;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1733043111004418367
Fri Dec 08 08:17:45 +0000 2023;1733038141496565794;"Kangen keti ga";10;378;116;7548;in;1586992742093103104;1733038141496565794;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1733038141496565794
Thu Dec 07 04:57:25 +0000 2023;1732625336771498289;"Seeee u aitakatttaaaaaaa💗🫵🏻";2;82;58;5249;und;1586992742093103104;1732625336771498289;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1732625336771498289
Wed Dec 06 10:02:16 +0000 2023;1732339666140242274;"https://t.co/oKS8SeQ2LD";9;145;479;9767;zxx;1586992742093103104;1732339666140242274;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1732339666140242274
Wed Dec 06 08:38:04 +0000 2023;1732318478240203103;"Hehe";4;144;61;5219;tl;1586992742093103104;1732318478240203103;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1732318478240203103
Wed Dec 06 05:05:39 +0000 2023;1732265021496000930;"Semangattt yaaaa";12;231;132;6282;in;1586992742093103104;1732265021496000930;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1732265021496000930
Tue Dec 05 05:17:44 +0000 2023;1731905674320208221;"https://t.co/byItWpoJJW";2;51;76;4099;zxx;1586992742093103104;1731905674320208221;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1731905674320208221
Mon Dec 04 14:23:46 +0000 2023;1731680699814429067;"https://t.co/ZkB0yn20H0";1;52;91;4146;zxx;1586992742093103104;1731680699814429067;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1731680699814429067
Mon Dec 04 12:51:21 +0000 2023;1731657443065913557;"O gitu";7;195;55;5710;in;1586992742093103104;1731657443065913557;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1731657443065913557
Mon Dec 04 09:51:44 +0000 2023;1731612239705284718;"https://t.co/Ad3othlj9m";0;33;47;2669;zxx;1586992742093103104;1731612239705284718;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1731612239705284718
Mon Dec 04 09:44:37 +0000 2023;1731610450973069488;"Ko mirip ya";5;175;162;7656;in;1586992742093103104;1731610450973069488;N_CathyJKT48;https://twitter.com/N_CathyJKT48/status/1731610450973069488
